"identity","extraverted","critical","dependable","anxious","open","reserved","sympathetic","disorganized","calm","conventional","af1","af2","af3","af4","af5","af6","af7","af8","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","age","inputstate","region","education","urban","ideology","trust_fed","trust_nat","trust_loc","soc_trust","sex","concealing","tolerating","adjusting","trust_index","salience","age_mean","extraversion","agreeableness","conscientiousness","neuroticism","openness"
11090101,5,5,7,3,6,1,5,1,3,4,3,3,4,4,3,4,3,3,4,2,5,1,3,4,3,4,4,2,4,2,52,"California","West","4-year","City",5,2,2,4,6,"Male",22,21,22,8,2,-5.4120498,11,7,13,7,9
11093462,4,2,4,3,6,4,5,2,6,2,2,4,4,3,3,4,4,4,2,2,4,4,2,5,3,4,2,2,4,4,71,"California","West","Post-grad","Suburb",8,1,0,2,7,"Female",20,19,27,3,3,-24.41205,7,10,9,4,11
11095173,5,1,5,2,4,3,4,1,5,4,4,4,3,4,4,1,3,3,4,3,3,4,3,3,4,3,3,4,3,4,61,"Tennessee","Midwest","Some college","Rural area",7,1,4,7,5,"Male",30,13,24,12,2,-14.41205,9,10,11,4,7
11095527,6,5,6,3,6,2,5,2,5,1,2,5,5,3,4,1,3,3,3,3,2,3,1,3,4,3,3,4,3,3,54,"Illinois","South","4-year","Rural area",0,3,3,0,6,"Male",24,14,23,6,4,-7.4120498,11,7,11,5,12
11099528,5,5,7,4,6,2,6,2,6,4,2,4,3,4,1,4,2,2,3,2,5,3,2,5,3,4,4,2,4,3,24,"District of Columbia","Midwest","4-year","City",3,10,10,8,8,"Female",18,21,23,28,4,22.58795,10,8,12,5,9
11099955,4,1,4,5,5,2,6,1,4,1,2,2,3,3,2,3,3,3,3,2,3,3,2,1,3,3,5,2,3,4,58,"New York","Northeast","4-year","City",4,4,5,5,4,"Male",20,15,20,14,4,-11.41205,9,12,10,8,11
11103077,6,1,5,2,6,4,6,6,4,2,3,2,3,4,4,3,2,4,3,2,4,2,2,4,3,2,3,3,3,2,70,"Texas","Midwest","Post-grad","Suburb",2,8,0,2,7,"Male",22,17,19,10,4,-23.41205,9,12,6,5,11
11104878,2,4,4,2,5,4,4,4,5,4,2,3,3,3,3,2,2,2,2,2,4,3,3,3,3,3,4,1,3,2,28,"New Jersey","Northeast","Post-grad","Suburb",3,0,0,0,2,"Male",18,16,19,0,2,18.58795,5,7,7,4,8
11110396,5,3,5,2,5,4,6,2,4,3,3,4,3,4,4,3,4,3,3,3,4,3,3,3,4,3,2,2,3,4,56,"Utah","West","4-year","Suburb",2,6,2,8,7,"Female",26,15,24,16,3,-9.4120502,8,10,10,5,9
11117977,5,4,2,3,6,2,4,2,6,4,3,4,5,4,3,3,2,2,1,3,4,2,3,1,2,2,1,2,2,4,66,"Arizona","West","4-year","Suburb",8,1,3,5,3,"Female",21,14,18,9,4,-19.41205,10,7,7,4,9
11118429,6,1,4,5,6,4,6,1,7,1,3,3,4,4,5,4,4,3,4,3,5,4,4,4,4,3,4,4,4,4,53,"California","West","Some college","Other",3,5,7,6,5,"Male",31,21,25,18,4,-6.4120498,9,12,10,5,12
11121022,1,2,5,3,4,7,5,3,6,5,3,5,5,2,4,2,5,4,3,4,5,4,2,5,3,4,4,2,3,3,47,"Pennsylvania","Northeast","2-year","Rural area",7,2,4,7,5,"Female",24,21,27,13,2,-0.41205001,1,10,9,4,6
11122229,5,4,6,2,6,5,4,2,7,4,3,4,5,4,4,4,5,5,4,3,3,5,3,5,4,4,4,3,5,4,67,"Arizona","West","4-year","Suburb",2,7,4,9,7,"Female",28,21,32,20,4,-20.41205,7,7,11,2,9
11125210,5,6,6,6,6,2,3,2,3,2,5,2,3,1,3,2,1,5,4,3,4,2,4,2,4,2,3,1,2,2,63,"Kansas","South","Post-grad","Rural area",4,2,0,5,5,"Female",26,14,15,7,3,-16.41205,10,4,11,10,11
11125890,4,1,7,1,7,6,7,2,7,1,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,44,"Michigan","South","4-year","Rural area",8,2,9,10,3,"Male",31,25,35,21,4,2.58795,5,13,12,1,13
11128234,6,7,2,7,7,1,7,5,1,1,5,1,5,2,1,2,1,1,4,1,4,1,1,1,3,2,4,5,2,1,56,"New York","Northeast","Post-grad","Town",4,1,8,8,8,"Female",21,16,10,17,4,-9.4120502,12,7,4,13,13
11133545,4,2,6,2,6,4,5,1,6,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,5,74,"Oregon","West","Post-grad","Suburb",7,7,3,8,7,"Female",31,18,27,18,3,-27.41205,7,10,12,3,10
11142937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,"Washington","West","Some college","Rural area",7,4,4,7,6,"Female",8,5,7,15,3,-15.41205,7,7,7,7,7
11157052,4,4,4,4,4,4,4,4,4,4,2,3,4,3,2,4,3,2,2,4,4,3,2,3,2,3,4,2,3,3,66,"California","West","4-year","City",0,3,3,3,5,"Male",19,19,20,9,4,-19.41205,7,7,7,7,7
11157415,4,3,6,4,6,4,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,2,3,71,"District of Columbia","Midwest","4-year","City",8,3,2,2,2,"Female",24,15,21,7,3,-24.41205,7,8,11,8,10
11158641,2,1,6,7,4,7,7,4,2,4,1,1,3,1,3,2,1,3,1,1,4,1,1,1,2,2,4,1,2,2,73,"Florida","Midwest","4-year","Suburb",NA,1,3,NA,0,"Male",12,14,11,NA,3,-26.41205,2,13,9,12,7
11162639,2,2,6,3,6,6,6,4,5,2,4,3,3,4,4,2,4,2,4,4,4,4,3,3,5,3,3,2,2,2,67,"Massachusetts","Northeast","Post-grad","City",0,1,7,10,7,"Female",28,15,22,18,4,-20.41205,3,11,9,5,11
11166812,3,3,6,2,5,5,4,1,4,2,2,4,5,3,3,4,5,3,2,3,4,4,3,5,2,5,5,1,5,3,65,"New York","Northeast","4-year","City",3,4,2,7,6,"Male",19,23,29,13,3,-18.41205,5,8,12,5,10
11172056,3,4,5,2,5,4,3,3,5,4,3,3,3,2,3,2,2,2,3,3,1,3,2,3,2,3,4,1,3,3,66,"Iowa","South","High school graduate","City",2,3,5,4,3,"Female",20,13,18,12,2,-19.41205,6,6,9,4,8
11172748,2,2,5,4,3,7,3,1,6,3,4,4,4,4,4,2,4,2,4,4,4,4,4,4,5,4,3,4,4,5,62,"Pennsylvania","Northeast","4-year","Rural area",9,8,6,5,7,"Female",34,17,26,19,4,-15.41205,2,8,11,5,7
11177373,6,3,7,3,4,1,3,1,7,1,4,5,3,3,2,4,5,5,3,1,4,5,5,3,3,5,2,1,5,4,52,"Washington","West","High school graduate","Rural area",7,4,4,4,7,"Female",23,16,33,12,4,-5.4120498,12,7,13,3,10
11198202,4,4,5,5,5,4,4,3,4,4,3,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,3,2,2,2,67,"California","West","Post-grad","Suburb",2,4,6,6,7,"Male",19,13,15,16,4,-20.41205,7,7,9,8,8
11200556,5,7,3,4,2,1,1,2,3,2,4,2,5,4,4,2,4,3,2,2,4,3,3,4,4,4,2,2,3,3,68,"Florida","Midwest","Post-grad","City",10,0,0,0,1,"Female",24,17,23,0,4,-21.41205,11,1,8,8,7
11201664,6,5,6,2,5,2,4,3,6,2,2,4,4,4,3,3,4,3,2,1,3,3,3,4,2,4,4,2,3,4,60,"Oregon","West","2-year","Rural area",9,0,1,3,5,"Female",19,18,25,4,4,-13.41205,11,6,10,3,10
11210134,4,4,5,3,4,6,5,3,7,2,1,5,4,4,5,3,4,5,5,2,3,3,3,4,4,2,5,5,4,5,54,"Hawaii","West","Some college","City",0,0,2,2,9,"Female",30,19,27,4,4,-7.4120498,5,8,9,3,9
11210866,6,1,6,1,6,3,5,3,6,6,5,5,3,5,4,3,5,4,5,5,4,4,5,4,4,5,3,4,5,5,37,"Pennsylvania","Northeast","2-year","Rural area",8,0,5,7,7,"Male",37,17,33,12,2,9.5879498,10,11,10,2,7
11218971,4,5,7,1,4,6,4,2,5,2,5,5,3,3,5,3,5,4,4,2,3,4,4,4,3,4,2,2,5,4,47,"Massachusetts","Northeast","High school graduate","City",5,0,0,2,1,"Female",29,15,30,2,2,-0.41205001,5,6,12,3,9
11220719,1,2,6,2,6,6,6,1,6,5,5,5,3,4,3,4,3,4,3,3,4,4,2,3,4,4,5,5,4,4,46,"Michigan","South","2-year","Suburb",0,2,2,2,5,"Male",29,19,28,6,3,0.58794999,2,11,12,3,8
11221674,7,4,7,1,7,7,3,1,6,4,3,4,4,3,3,3,3,3,2,3,3,3,1,3,3,3,3,2,3,3,52,"California","West","4-year","City",0,6,10,10,10,"Female",20,16,22,26,4,-5.4120498,7,6,13,2,10
11221881,6,1,5,2,5,2,5,1,5,1,2,2,4,3,2,4,3,3,3,1,4,1,3,4,2,4,4,2,4,2,54,"California","West","High school graduate","City",1,0,0,2,5,"Male",17,20,20,2,3,-7.4120498,11,11,11,4,11
11237752,5,2,6,3,4,4,6,4,5,3,3,3,4,4,2,3,4,3,2,3,4,4,4,3,2,5,3,3,4,2,70,"Indiana","South","4-year","Suburb",4,0,5,9,7,"Male",21,17,27,14,3,-23.41205,8,11,9,5,8
11240520,2,5,6,3,4,6,4,2,6,4,3,4,4,3,3,4,3,2,3,2,4,2,3,4,3,2,2,1,2,3,43,"Arkansas","Midwest","Post-grad","Suburb",10,1,3,4,4,"Female",21,18,18,8,3,3.58795,3,6,11,4,7
11257778,5,2,7,1,6,3,4,1,7,2,3,4,4,2,3,3,4,4,3,3,4,4,3,4,4,4,3,3,4,4,70,"Texas","Midwest","Post-grad","Suburb",9,0,3,3,7,"Female",26,18,26,6,4,-23.41205,9,9,13,1,11
11260522,2,2,4,5,4,4,6,4,3,3,1,4,4,1,2,3,3,2,1,1,5,3,1,3,2,3,3,1,3,2,34,"Tennessee","Midwest","4-year","Suburb",2,5,5,5,7,"Male",11,18,19,15,3,12.58795,5,11,7,9,8
11272620,4,5,4,5,5,7,4,6,4,3,3,2,4,2,3,3,1,1,1,2,3,1,2,2,2,2,3,1,2,1,54,"Illinois","South","2-year","City",10,0,1,2,6,"Female",15,15,11,3,4,-7.4120498,4,6,5,8,9
11273030,3,1,5,2,4,5,6,7,7,1,3,5,5,3,1,4,5,4,3,3,5,5,4,4,5,5,3,2,5,5,58,"North Carolina","Midwest","4-year","City",10,0,2,2,4,"Male",26,21,32,4,4,-11.41205,5,12,5,2,10
11278982,3,2,6,3,5,5,7,4,6,3,4,4,3,4,3,3,4,4,3,2,5,4,4,2,4,5,5,4,5,5,56,"Kansas","South","4-year","Town",6,3,2,8,6,"Male",29,18,30,13,2,-9.4120502,5,12,9,4,9
11285551,3,3,6,3,4,4,5,1,4,3,2,3,3,4,2,2,4,4,3,3,3,4,4,2,3,3,4,2,4,3,51,"Colorado","West","2-year","City",3,4,6,8,7,"Male",22,14,26,18,2,-4.4120498,6,9,12,6,8
11293056,4,3,5,2,5,6,5,1,6,4,5,4,5,4,4,2,4,1,4,4,4,4,5,4,5,4,4,1,4,5,68,"California","West","2-year","City",8,0,0,6,3,"Female",33,19,25,6,4,-21.41205,5,9,11,3,8
11300606,5,3,5,2,4,3,6,2,5,3,3,3,3,4,3,2,4,4,3,3,4,3,4,4,3,3,4,3,3,4,69,"Oregon","West","4-year","Rural area",8,3,5,7,6,"Female",26,17,24,15,3,-22.41205,9,10,10,4,8
11358510,2,2,6,2,4,6,6,2,5,2,5,3,3,3,3,2,3,3,5,2,5,3,2,3,5,3,5,5,3,5,58,"Illinois","South","Post-grad","City",9,0,3,7,3,"Male",32,18,21,10,3,-11.41205,3,11,11,4,9
11367778,4,2,4,2,3,4,4,2,4,4,3,3,2,2,4,4,2,2,2,3,3,3,3,3,2,3,3,2,3,2,74,"Nevada","West","4-year","Rural area",9,0,6,6,1,"Female",21,15,18,12,3,-27.41205,7,9,9,5,6
11372100,6,3,7,3,7,4,7,2,6,4,2,3,4,3,3,3,3,4,2,2,4,4,3,3,4,3,3,2,3,3,61,"Texas","Midwest","4-year","Suburb",9,0,4,3,4,"Male",21,17,23,7,4,-14.41205,9,11,12,4,10
11373465,1,5,7,6,7,4,2,1,6,1,1,4,1,3,4,5,5,5,3,1,4,4,4,5,1,4,1,1,4,1,64,"Alabama","Midwest","4-year","Suburb",5,5,0,5,5,"Female",16,16,29,10,1,-17.41205,4,4,13,7,13
11399043,3,5,6,4,6,6,6,2,6,3,3,4,3,4,4,1,4,3,4,3,5,4,3,2,4,3,5,2,3,4,56,"Maryland","Midwest","Post-grad","Suburb",8,3,5,7,3,"Female",27,16,25,15,3,-9.4120502,4,8,11,5,10
11401525,6,2,6,2,6,3,5,3,6,6,2,4,4,3,3,4,4,4,3,3,5,3,4,4,3,4,4,3,4,4,62,"Illinois","South","Post-grad","City",5,0,0,0,6,"Male",25,21,26,0,2,-15.41205,10,10,10,3,7
11428403,7,3,3,4,6,2,6,6,4,2,4,3,3,1,3,3,4,2,2,2,4,3,4,3,2,3,3,2,3,2,57,"Illinois","South","4-year","Suburb",0,7,7,5,6,"Male",21,16,19,19,4,-10.41205,12,10,4,7,11
11430821,5,2,5,3,6,3,5,2,7,2,3,3,3,1,2,4,3,2,3,2,4,2,4,3,4,4,3,2,3,3,62,"Washington","West","2-year","City",2,1,5,6,3,"Female",23,17,18,12,4,-15.41205,9,10,10,3,11
11580287,5,2,6,4,4,4,5,2,5,4,2,3,4,4,1,3,2,2,2,3,3,3,3,4,3,3,2,3,2,2,50,"California","West","4-year","Suburb",8,0,0,5,4,"Male",19,16,19,5,2,-3.41205,8,10,11,6,7
11583995,5,3,5,3,5,3,4,1,4,2,2,3,4,4,3,2,1,2,2,2,4,4,4,4,1,3,5,1,3,3,53,"California","West","4-year","Suburb",3,4,6,8,7,"Female",18,19,20,18,2,-6.4120498,9,8,11,6,10
11659180,3,2,6,1,5,4,3,1,4,2,3,4,2,3,5,1,4,4,2,3,2,4,4,2,2,4,1,1,4,3,61,"Virginia","Midwest","Post-grad","Suburb",5,0,3,5,7,"Female",23,8,27,8,4,-14.41205,6,8,12,4,10
11663742,3,4,4,4,4,1,2,2,2,2,3,3,4,2,1,4,3,1,3,1,4,3,1,3,2,2,4,1,4,1,71,"Texas","Midwest","Post-grad","Suburb",1,5,1,4,5,"Male",13,19,18,10,4,-24.41205,9,5,9,9,9
11684164,1,3,6,4,2,6,6,2,6,5,3,4,4,3,2,2,4,3,2,3,5,3,3,3,3,3,3,2,3,4,29,"Arkansas","Midwest","High school graduate","City",10,NA,NA,NA,5,"Male",22,17,23,NA,2,17.58795,2,10,11,5,4
11691012,3,4,6,4,3,5,5,2,4,4,3,3,3,2,2,3,4,2,2,2,5,2,4,3,2,3,5,3,3,2,34,"Virginia","Midwest","Some college","City",8,NA,4,6,0,"Male",20,19,19,NA,3,12.58795,5,8,11,7,6
11703293,3,3,6,5,6,4,6,3,5,2,2,4,3,3,2,3,3,2,2,2,5,3,2,3,2,3,5,1,3,3,36,"California","West","4-year","Rural area",3,6,6,4,6,"Male",16,19,21,16,3,10.58795,6,10,10,7,11
11744989,6,4,3,5,6,5,7,5,4,2,4,3,5,3,2,2,3,2,1,1,4,2,2,4,4,2,5,1,2,4,57,"Texas","Midwest","2-year","Suburb",1,3,3,5,5,"Female",19,20,17,11,4,-10.41205,8,10,5,8,11
11763967,3,3,6,4,5,5,7,1,5,2,4,3,4,4,2,3,3,3,3,2,4,3,4,2,2,4,4,2,3,2,65,"New York","Northeast","4-year","Rural area",10,0,1,6,5,"Female",21,17,23,7,3,-18.41205,5,11,12,6,10
11785230,3,3,5,4,5,4,5,3,2,2,4,4,4,3,5,3,4,2,5,3,4,2,3,4,4,1,3,4,2,4,55,"Indiana","South","Some college","Rural area",3,3,0,4,6,"Male",32,18,18,7,4,-8.4120502,6,9,9,9,10
11785287,1,1,6,4,3,7,7,2,6,2,4,3,4,3,1,3,4,3,5,4,4,2,4,3,4,3,4,2,3,4,72,"Arizona","West","4-year","City",0,2,0,NA,7,"Male",28,18,21,NA,3,-25.41205,1,13,11,5,8
11793223,4,1,6,2,4,3,7,1,7,2,1,4,4,3,2,5,5,5,3,4,3,4,2,5,2,5,5,2,5,4,57,"New Jersey","Northeast","4-year","Suburb",NA,5,5,6,8,"Male",20,22,31,16,2,-10.41205,8,13,12,2,9
11796400,7,6,7,5,4,7,7,1,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,63,"California","West","Post-grad","Rural area",10,0,0,3,3,"Male",24,15,21,3,4,-16.41205,7,8,13,5,10
11913047,1,7,2,7,6,7,3,7,2,4,4,2,1,1,4,1,2,1,4,3,3,1,2,1,3,1,1,4,1,2,65,"Texas","Midwest","4-year","City",0,7,0,3,5,"Male",26,7,9,10,4,-18.41205,1,3,2,12,9
11968999,6,4,6,1,6,2,5,3,5,5,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,5,4,4,4,40,"Florida","Midwest","2-year","Suburb",2,6,6,7,8,"Male",32,21,28,19,2,6.5879502,11,8,10,3,8
11987832,6,2,7,4,6,2,6,2,4,3,2,2,2,3,2,2,2,2,2,1,4,3,1,3,2,2,4,2,3,3,47,"Ohio","South","Some college","Town",10,1,3,5,5,"Male",15,15,17,9,4,-0.41205001,11,11,12,7,10
12138905,3,3,5,3,5,5,3,3,5,2,3,4,4,3,2,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4,34,"Connecticut","Northeast","Post-grad","Suburb",5,0,0,0,5,"Male",24,17,25,0,4,12.58795,5,7,9,5,10
12140523,3,3,4,1,6,3,2,2,6,4,3,3,2,3,4,1,3,2,4,4,3,2,4,2,4,3,1,4,2,4,47,"Pennsylvania","Northeast","High school graduate","City",1,0,0,0,5,"Male",31,9,18,0,0,-0.41205001,7,6,9,2,9
12140592,4,1,6,1,6,7,7,1,7,4,3,5,5,4,3,4,5,4,4,3,5,4,3,4,5,4,5,3,4,4,49,"Ohio","South","High school graduate","Town",NA,3,4,5,5,"Male",28,23,30,12,2,-2.41205,4,13,12,1,9
12140948,7,5,5,1,2,1,4,3,6,7,2,4,5,1,4,5,3,1,3,1,5,3,1,5,3,5,5,5,3,5,50,"West Virginia","Midwest","High school graduate","City",6,0,0,0,0,"Male",24,25,20,0,2,-3.41205,13,6,9,2,2
12146505,4,4,5,3,5,4,5,3,5,4,1,3,3,4,2,2,3,2,2,2,3,3,2,2,3,2,3,3,4,3,70,"Ohio","South","High school graduate","Rural area",5,0,2,6,6,"Female",18,13,21,8,2,-23.41205,7,8,9,5,8
12151533,3,2,6,4,6,6,7,5,7,2,3,4,4,3,3,3,2,4,3,2,5,3,5,3,3,3,5,2,3,3,44,"Rhode Island","Northeast","Some college","Suburb",6,5,6,8,5,"Male",24,20,22,19,2,2.58795,4,12,8,4,11
12152927,7,4,5,3,4,6,5,2,4,6,4,4,4,3,3,3,4,4,4,2,3,4,2,3,4,4,3,3,4,2,50,"New York","Northeast","High school graduate","Town",NA,3,6,8,7,"Female",24,16,27,17,0,-3.41205,8,8,10,6,5
12155785,4,4,6,6,4,4,6,1,4,1,3,3,3,3,3,3,3,3,3,2,5,3,2,3,4,4,4,2,3,3,33,"Virginia","Midwest","No HS","Town",NA,0,0,0,0,"Male",22,18,22,0,2,13.58795,7,9,12,9,10
12156796,5,4,5,5,5,6,5,4,5,6,3,3,2,3,2,3,4,3,3,2,4,4,3,3,3,4,4,3,3,4,38,"Maryland","Midwest","Post-grad","Suburb",3,7,6,7,6,"Female",23,16,24,20,2,8.5879498,6,8,8,7,6
12169368,5,2,5,1,4,5,6,3,6,4,4,4,4,3,3,5,4,4,4,2,4,4,3,4,3,4,5,2,4,4,40,"Georgia","Midwest","4-year","Suburb",7,1,7,8,7,"Female",25,22,27,16,3,6.5879502,7,11,9,2,7
12169717,5,5,7,5,7,6,7,5,7,1,5,5,4,4,5,2,3,3,4,3,5,3,5,3,5,3,4,5,3,3,57,"Alabama","Midwest","Post-grad","Rural area",5,0,7,6,1,"Male",35,18,24,13,3,-10.41205,6,9,9,5,13
12174027,4,1,6,1,6,1,6,1,6,1,3,3,4,1,1,2,5,5,1,2,4,5,4,3,4,4,5,1,5,5,54,"Washington","West","Some college","Rural area",5,0,5,5,9,"Female",21,18,28,10,3,-7.4120498,10,12,12,2,12
12184260,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,"Georgia","Midwest","High school graduate","Suburb",NA,NA,NA,NA,NA,"Male",24,15,21,NA,NA,10.58795,7,7,7,7,7
12184821,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,"Missouri","South","Some college","Town",NA,0,0,0,NA,"Female",8,5,7,0,NA,5.5879502,7,7,7,7,7
12189802,5,3,5,2,5,3,5,2,4,3,3,4,4,4,3,4,4,4,4,3,4,4,2,4,3,4,4,4,4,4,50,"Florida","Midwest","Some college","Suburb",4,3,1,8,5,"Female",26,20,28,12,4,-3.41205,9,9,10,5,9
12190549,3,1,7,1,6,5,6,1,7,3,5,5,5,4,3,4,5,5,5,4,5,5,5,5,5,5,4,4,5,4,52,"New Mexico","West","Post-grad","City",4,7,6,6,10,"Male",35,23,34,19,3,-5.4120498,5,12,13,1,10
12193801,5,5,6,3,4,2,3,3,5,6,1,3,3,3,1,3,3,4,2,1,4,3,4,3,3,2,3,4,3,2,71,"Indiana","South","High school graduate","Suburb",6,6,7,8,10,"Male",18,16,21,21,3,-24.41205,10,5,10,5,5
12198904,7,4,7,2,6,1,5,3,5,2,3,5,5,3,2,5,3,4,3,1,4,4,1,4,3,4,3,2,4,4,72,"Alabama","Midwest","4-year","Rural area",8,3,6,6,8,"Female",19,21,27,15,2,-25.41205,13,8,11,4,11
12206314,3,3,2,2,3,4,5,6,6,6,3,2,1,1,5,1,1,1,5,4,3,1,5,1,2,1,1,5,1,2,57,"Florida","Midwest","High school graduate","Suburb",8,0,0,0,2,"Male",31,7,8,0,2,-10.41205,6,9,3,3,4
12215602,1,3,5,7,4,7,5,3,1,1,2,1,2,5,4,4,3,2,1,1,4,1,2,3,2,3,4,1,1,1,63,"Oregon","West","Some college","City",0,6,8,7,3,"Female",14,17,16,21,4,-16.41205,1,9,9,13,10
12215940,3,4,6,2,4,5,3,2,6,5,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,56,"South Dakota","South","Some college","Town",8,0,5,8,6,"Female",25,17,25,13,3,-9.4120502,5,6,11,3,6
12225361,3,5,6,5,5,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,42,"Idaho","West","Post-grad","Rural area",6,3,5,7,6,"Male",23,16,20,15,2,4.5879502,7,7,9,9,9
12231320,2,1,5,1,4,6,6,2,5,1,4,4,3,3,2,2,3,2,4,2,4,3,3,3,3,3,4,3,3,4,59,"Arkansas","Midwest","No HS","City",5,1,1,4,4,"Male",25,16,21,6,2,-12.41205,3,12,10,3,10
12259612,1,4,2,5,2,6,4,4,3,6,2,2,2,2,3,1,1,1,2,2,3,2,2,3,3,2,3,2,2,4,47,"Kansas","South","Some college","Suburb",3,1,0,8,2,"Male",20,12,12,9,2,-0.41205001,2,7,5,9,3
12262844,4,3,6,2,5,6,4,3,7,2,4,4,3,4,5,3,5,3,4,3,3,4,2,2,4,3,4,4,4,4,60,"North Carolina","Midwest","Some college","Suburb",7,3,7,8,6,"Female",30,15,27,18,3,-13.41205,5,8,10,2,10
12271919,3,3,4,4,5,5,6,5,4,2,2,2,4,3,2,4,4,3,3,2,4,3,2,4,3,1,4,2,2,4,67,"Kansas","South","Post-grad","City",1,6,1,5,5,"Male",20,20,18,12,4,-20.41205,5,10,6,7,10
12272548,5,2,7,2,7,3,5,3,6,3,2,5,3,4,2,3,4,3,2,3,4,1,3,2,3,4,2,2,3,4,37,"Florida","Midwest","Post-grad","City",7,7,8,9,7,"Male",21,14,24,24,2,9.5879498,9,10,11,3,11
12298093,6,4,5,3,6,6,6,1,4,4,4,2,3,4,4,3,3,3,3,2,4,3,1,3,3,2,4,1,4,4,49,"Florida","Midwest","Some college","Suburb",4,2,2,2,7,"Male",22,17,21,6,1,-2.41205,7,9,11,6,9
12303366,3,2,3,3,5,6,6,2,5,2,2,4,3,4,4,4,3,3,1,2,4,2,2,4,2,2,5,2,2,3,47,"Idaho","West","Post-grad","City",6,0,3,8,8,"Female",18,20,20,11,3,-0.41205001,4,11,8,5,10
12364602,3,3,4,4,4,5,4,5,3,3,2,2,3,3,3,3,2,2,2,1,4,3,2,3,2,3,4,1,2,2,28,"Illinois","South","4-year","Suburb",2,1,2,4,4,"Female",15,17,17,7,2,18.58795,5,8,6,8,8
12383001,2,4,5,7,7,2,6,2,3,1,1,1,4,2,1,3,1,1,1,1,3,3,2,4,1,2,3,1,2,1,39,"Illinois","South","Post-grad","Town",0,1,0,4,1,"Male",9,17,12,5,3,7.5879502,7,9,10,11,13
12389184,4,3,5,2,4,3,5,1,6,5,3,3,3,2,4,3,3,2,3,3,5,3,4,3,3,3,3,4,3,2,64,"Washington","West","2-year","City",5,5,6,7,1,"Male",26,17,19,18,1,-17.41205,8,9,11,3,6
12406572,4,4,4,4,4,4,4,4,4,4,1,4,4,2,2,4,3,4,1,2,2,3,1,3,4,4,3,4,4,2,46,"Ohio","South","Post-grad","Town",5,0,3,1,2,"Male",17,16,24,4,2,0.58794999,7,7,7,7,7
12481894,6,5,3,2,5,2,4,5,4,1,2,4,5,4,4,5,3,4,3,4,4,4,4,5,4,4,4,2,3,4,30,"Alabama","Midwest","Post-grad","Suburb",4,1,4,5,1,"Female",27,23,26,10,2,16.58795,11,6,5,5,11
12502776,5,2,7,2,6,4,4,3,6,4,5,4,3,1,4,3,5,2,1,5,5,4,4,4,4,2,3,1,4,3,58,"Texas","Midwest","2-year","Suburb",0,0,0,0,0,"Female",27,18,22,0,4,-11.41205,8,9,11,3,9
12506221,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,54,"New York","Northeast","High school graduate","City",0,10,10,10,7,"Male",40,25,35,30,4,-7.4120498,7,7,7,7,7
12537855,4,6,3,2,6,3,5,2,5,4,2,4,4,3,4,3,3,4,2,2,4,3,2,4,3,3,4,2,3,3,35,"Texas","Midwest","4-year","City",0,6,5,7,7,"Female",20,19,23,18,4,11.58795,8,6,8,4,9
12580310,3,2,6,2,3,5,5,1,6,3,4,4,3,4,3,4,4,3,3,2,4,3,4,5,2,4,4,2,4,4,47,"New York","Northeast","High school graduate","Suburb",10,1,2,3,3,"Female",24,20,26,6,2,-0.41205001,5,10,12,3,7
12600978,2,2,7,1,7,4,6,4,5,3,2,3,4,3,3,4,3,2,3,3,4,3,2,4,4,4,4,2,3,4,70,"Arizona","West","Some college","City",10,0,4,0,2,"Male",23,20,21,4,4,-23.41205,5,11,10,3,11
12708641,2,4,6,3,6,6,6,2,5,5,2,3,4,3,2,2,3,3,3,2,5,3,2,4,4,3,3,4,4,3,66,"Colorado","West","Post-grad","City",7,4,4,4,9,"Female",22,18,22,12,3,-19.41205,3,9,11,5,8
12846731,6,2,5,1,6,3,6,2,6,4,4,4,4,4,2,2,4,4,4,2,3,2,3,4,4,2,4,2,2,4,72,"Minnesota","South","Post-grad","Rural area",10,0,2,7,7,"Male",25,17,22,9,3,-25.41205,10,11,10,2,9
12871526,4,2,6,3,6,4,5,1,6,5,4,5,4,4,4,4,4,3,4,3,4,4,3,5,4,4,4,4,5,4,66,"Michigan","South","Some college","Rural area",5,5,1,7,7,"Male",30,21,29,13,4,-19.41205,7,10,12,4,8
